id,D_INTERVIEW,B_COUNTRY_ALPHA,Country_label,dependiente,full_prompt
26,20070026,AND,Andorra,Q240,"Imagine you are a 39-year-old man, working as a clerical worker, with secondary education, identifying as working class, in Andorra. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
519,20070519,AND,Andorra,Q240,"Imagine you are a 18-year-old man, who never had a job, with secondary education, identifying as upper middle class, in Andorra. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
426,20070426,AND,Andorra,Q240,"Imagine you are a 30-year-old woman, working as a higher administrative, with postgraduate education, identifying as upper middle class, in Andorra. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
649,20070649,AND,Andorra,Q240,"Imagine you are a 63-year-old man, working as a sales worker, with higher education, identifying as lower middle class, in Andorra. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
766,20070766,AND,Andorra,Q240,"Imagine you are a 53-year-old man, working as a service worker, with higher education, identifying as lower middle class, in Andorra. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
1221,32070217,ARG,Argentina,Q240,"Imagine you are a 24-year-old man, working as a unskilled worker, with secondary education, identifying as working class, in Argentina. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
1294,32070290,ARG,Argentina,Q240,"Imagine you are a 18-year-old woman, who never had a job, with secondary education, identifying as lower middle class, in Argentina. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
1993,32070989,ARG,Argentina,Q240,"Imagine you are a 60-year-old man, working as a clerical worker, with secondary education, identifying as lower middle class, in Argentina. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
1585,32070581,ARG,Argentina,Q240,"Imagine you are a 48-year-old man, working as a sales worker, with higher education, identifying as working class, in Argentina. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
1076,32070072,ARG,Argentina,Q240,"Imagine you are a 50-year-old woman, who never had a job, with secondary education, identifying as working class, in Argentina. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
2762,51070755,ARM,Armenia,Q240,"Imagine you are a 63-year-old woman, working as a professional or technical worker, with secondary education, identifying as upper middle class, in Armenia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
2416,51070409,ARM,Armenia,Q240,"Imagine you are a 26-year-old woman, working as a clerical worker, with higher education, identifying as working class, in Armenia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
3120,51071113,ARM,Armenia,Q240,"Imagine you are a 52-year-old woman, working as a clerical worker, with postgraduate education, identifying as upper middle class, in Armenia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
2935,51070928,ARM,Armenia,Q240,"Imagine you are a 32-year-old woman, working as a sales worker, with secondary education, identifying as working class, in Armenia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
3013,51071006,ARM,Armenia,Q240,"Imagine you are a 51-year-old woman, working as a service worker, with higher education, identifying as upper middle class, in Armenia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
3840,36070609,AUS,Australia,Q240,"Imagine you are a 83-year-old man, working as a unspecified occupation, with low education, identifying as unspecified class, in Australia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
3560,36070329,AUS,Australia,Q240,"Imagine you are a 71-year-old man, working as a professional or technical worker, with unspecified education, identifying as working class, in Australia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
3956,36070725,AUS,Australia,Q240,"Imagine you are a 77-year-old woman, working as a clerical worker, with higher education, identifying as upper middle class, in Australia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
3357,36070126,AUS,Australia,Q240,"Imagine you are a 53-year-old man, working as a skilled worker, with unspecified education, identifying as working class, in Australia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
3442,36070211,AUS,Australia,Q240,"Imagine you are a 73-year-old man, working as a higher administrative, with higher education, identifying as upper middle class, in Australia. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
5632,50070589,BGD,Bangladesh,Q240,"Imagine you are a 40-year-old man, working as a unskilled worker, with low education, identifying as working class, in Bangladesh. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
6150,50071107,BGD,Bangladesh,Q240,"Imagine you are a 30-year-old woman, who never had a job, with low education, identifying as working class, in Bangladesh. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
5082,50070039,BGD,Bangladesh,Q240,"Imagine you are a 50-year-old man, who never had a job, with low education, identifying as lower middle class, in Bangladesh. In political matters, people talk of the left and the right. How would you place your views on this scale, generally speaking? 1 (Left) to 10 (Right)"
